,ord,cls,desc,pounds,size,type
2795,♐,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_54,1.1 [86] (☚..♯),1,data
2796,♑,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_55,1.1 [86] (☚..♯),1,data
2797,♒,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_56,1.1 [86] (☚..♯),1,data
2798,♓,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_57,1.1 [86] (☚..♯),1,data
2799,♔,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_58,1.1 [86] (☚..♯),1,data
2800,♕,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_59,1.1 [86] (☚..♯),1,data
2801,♖,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_60,1.1 [86] (☚..♯),1,data
2802,♗,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_61,1.1 [86] (☚..♯),1,data
2803,♘,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_62,1.1 [86] (☚..♯),1,data
2804,♙,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_63,1.1 [86] (☚..♯),1,data
2805,♚,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_64,1.1 [86] (☚..♯),1,data
2806,♛,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_65,1.1 [86] (☚..♯),1,data
2807,♜,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_66,1.1 [86] (☚..♯),1,data
2808,♝,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_67,1.1 [86] (☚..♯),1,data
2809,♞,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_68,1.1 [86] (☚..♯),1,data
2810,♟,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_69,1.1 [86] (☚..♯),1,data
2811,♠,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_70,1.1 [86] (☚..♯),1,data
2812,♡,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_71,1.1 [86] (☚..♯),1,data
2813,♢,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_72,1.1 [86] (☚..♯),1,data
2814,♣,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_73,1.1 [86] (☚..♯),1,data
2815,♤,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_74,1.1 [86] (☚..♯),1,data
2816,♥,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_75,1.1 [86] (☚..♯),1,data
2817,♦,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_76,1.1 [86] (☚..♯),1,data
2818,♧,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_77,1.1 [86] (☚..♯),1,data
2819,♨,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_78,1.1 [86] (☚..♯),1,data
2820,♩,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_79,1.1 [86] (☚..♯),1,data
2821,♪,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_80,1.1 [86] (☚..♯),1,data
2822,♫,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_81,1.1 [86] (☚..♯),1,data
2823,♬,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_82,1.1 [86] (☚..♯),1,data
2824,♭,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_83,1.1 [86] (☚..♯),1,data
2825,♮,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_84,1.1 [86] (☚..♯),1,data
2826,♯,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_85,1.1 [86] (☚..♯),1,data
2827,♰,Extended_Pictographic,west_syriac_cross_east_syriac_cross_0,3.0 [2] (♰..♱),1,data
2828,♱,Extended_Pictographic,west_syriac_cross_east_syriac_cross_1,3.0 [2] (♰..♱),1,data
2829,♲,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_0,3.2 [12] (♲..♽),1,data
2830,♳,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_1,3.2 [12] (♲..♽),1,data
2831,♴,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_2,3.2 [12] (♲..♽),1,data
2832,♵,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_3,3.2 [12] (♲..♽),1,data
2833,♶,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_4,3.2 [12] (♲..♽),1,data
2834,♷,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_5,3.2 [12] (♲..♽),1,data
2835,♸,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_6,3.2 [12] (♲..♽),1,data
2836,♹,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_7,3.2 [12] (♲..♽),1,data
2837,♺,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_8,3.2 [12] (♲..♽),1,data
2838,♻,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_9,3.2 [12] (♲..♽),1,data
2839,♼,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_10,3.2 [12] (♲..♽),1,data
2840,♽,Extended_Pictographic,universal_recycling_symbol_partially_recycled_paper_symbol_11,3.2 [12] (♲..♽),1,data
2841,♾,Extended_Pictographic,infinity_wheelchair_symbol_0,4.1 [2] (♾️..♿),1,data
2842,♿,Extended_Pictographic,infinity_wheelchair_symbol_1,4.1 [2] (♾️..♿),1,data
2843,⚀,Extended_Pictographic,die_face_1_die_face_6_0,3.2 [6] (⚀..⚅),1,data
2844,⚁,Extended_Pictographic,die_face_1_die_face_6_1,3.2 [6] (⚀..⚅),1,data
2845,⚂,Extended_Pictographic,die_face_1_die_face_6_2,3.2 [6] (⚀..⚅),1,data
2846,⚃,Extended_Pictographic,die_face_1_die_face_6_3,3.2 [6] (⚀..⚅),1,data
2847,⚄,Extended_Pictographic,die_face_1_die_face_6_4,3.2 [6] (⚀..⚅),1,data
2848,⚅,Extended_Pictographic,die_face_1_die_face_6_5,3.2 [6] (⚀..⚅),1,data
2849,⚐,Extended_Pictographic,white_flag_black_flag_0,4.0 [2] (⚐..⚑),1,data
2850,⚑,Extended_Pictographic,white_flag_black_flag_1,4.0 [2] (⚐..⚑),1,data
2851,⚒,Extended_Pictographic,hammer_and_pick_fleur_de_lis_0,4.1 [11] (⚒️..⚜️),1,data
2852,⚓,Extended_Pictographic,hammer_and_pick_fleur_de_lis_1,4.1 [11] (⚒️..⚜️),1,data
2853,⚔,Extended_Pictographic,hammer_and_pick_fleur_de_lis_2,4.1 [11] (⚒️..⚜️),1,data
2854,⚕,Extended_Pictographic,hammer_and_pick_fleur_de_lis_3,4.1 [11] (⚒️..⚜️),1,data
2855,⚖,Extended_Pictographic,hammer_and_pick_fleur_de_lis_4,4.1 [11] (⚒️..⚜️),1,data
2856,⚗,Extended_Pictographic,hammer_and_pick_fleur_de_lis_5,4.1 [11] (⚒️..⚜️),1,data
2857,⚘,Extended_Pictographic,hammer_and_pick_fleur_de_lis_6,4.1 [11] (⚒️..⚜️),1,data
2858,⚙,Extended_Pictographic,hammer_and_pick_fleur_de_lis_7,4.1 [11] (⚒️..⚜️),1,data
2859,⚚,Extended_Pictographic,hammer_and_pick_fleur_de_lis_8,4.1 [11] (⚒️..⚜️),1,data
2860,⚛,Extended_Pictographic,hammer_and_pick_fleur_de_lis_9,4.1 [11] (⚒️..⚜️),1,data
2861,⚜,Extended_Pictographic,hammer_and_pick_fleur_de_lis_10,4.1 [11] (⚒️..⚜️),1,data
2862,⚝,Extended_Pictographic,outlined_white_star,5.1 [1] (⚝),1,data
2863,⚞,Extended_Pictographic,three_lines_converging_right_three_lines_converging_left_0,5.2 [2] (⚞..⚟),1,data
2864,⚟,Extended_Pictographic,three_lines_converging_right_three_lines_converging_left_1,5.2 [2] (⚞..⚟),1,data
2865,⚠,Extended_Pictographic,warning_high_voltage_0,4.0 [2] (⚠️..⚡),1,data
2866,⚡,Extended_Pictographic,warning_high_voltage_1,4.0 [2] (⚠️..⚡),1,data
2867,⚢,Extended_Pictographic,doubled_female_sign_funeral_urn_0,4.1 [16] (⚢..⚱️),1,data
2868,⚣,Extended_Pictographic,doubled_female_sign_funeral_urn_1,4.1 [16] (⚢..⚱️),1,data
2869,⚤,Extended_Pictographic,doubled_female_sign_funeral_urn_2,4.1 [16] (⚢..⚱️),1,data
2870,⚥,Extended_Pictographic,doubled_female_sign_funeral_urn_3,4.1 [16] (⚢..⚱️),1,data
2871,⚦,Extended_Pictographic,doubled_female_sign_funeral_urn_4,4.1 [16] (⚢..⚱️),1,data
2872,⚧,Extended_Pictographic,doubled_female_sign_funeral_urn_5,4.1 [16] (⚢..⚱️),1,data
2873,⚨,Extended_Pictographic,doubled_female_sign_funeral_urn_6,4.1 [16] (⚢..⚱️),1,data
2874,⚩,Extended_Pictographic,doubled_female_sign_funeral_urn_7,4.1 [16] (⚢..⚱️),1,data
2875,⚪,Extended_Pictographic,doubled_female_sign_funeral_urn_8,4.1 [16] (⚢..⚱️),1,data
2876,⚫,Extended_Pictographic,doubled_female_sign_funeral_urn_9,4.1 [16] (⚢..⚱️),1,data
2877,⚬,Extended_Pictographic,doubled_female_sign_funeral_urn_10,4.1 [16] (⚢..⚱️),1,data
2878,⚭,Extended_Pictographic,doubled_female_sign_funeral_urn_11,4.1 [16] (⚢..⚱️),1,data
2879,⚮,Extended_Pictographic,doubled_female_sign_funeral_urn_12,4.1 [16] (⚢..⚱️),1,data
2880,⚯,Extended_Pictographic,doubled_female_sign_funeral_urn_13,4.1 [16] (⚢..⚱️),1,data
2881,⚰,Extended_Pictographic,doubled_female_sign_funeral_urn_14,4.1 [16] (⚢..⚱️),1,data
2882,⚱,Extended_Pictographic,doubled_female_sign_funeral_urn_15,4.1 [16] (⚢..⚱️),1,data
2883,⚲,Extended_Pictographic,neuter,5.0 [1] (⚲),1,data
2884,⚳,Extended_Pictographic,ceres_sesquiquadrate_0,5.1 [10] (⚳..⚼),1,data
2885,⚴,Extended_Pictographic,ceres_sesquiquadrate_1,5.1 [10] (⚳..⚼),1,data
2886,⚵,Extended_Pictographic,ceres_sesquiquadrate_2,5.1 [10] (⚳..⚼),1,data
2887,⚶,Extended_Pictographic,ceres_sesquiquadrate_3,5.1 [10] (⚳..⚼),1,data
2888,⚷,Extended_Pictographic,ceres_sesquiquadrate_4,5.1 [10] (⚳..⚼),1,data
2889,⚸,Extended_Pictographic,ceres_sesquiquadrate_5,5.1 [10] (⚳..⚼),1,data
2890,⚹,Extended_Pictographic,ceres_sesquiquadrate_6,5.1 [10] (⚳..⚼),1,data
2891,⚺,Extended_Pictographic,ceres_sesquiquadrate_7,5.1 [10] (⚳..⚼),1,data
2892,⚻,Extended_Pictographic,ceres_sesquiquadrate_8,5.1 [10] (⚳..⚼),1,data
2893,⚼,Extended_Pictographic,ceres_sesquiquadrate_9,5.1 [10] (⚳..⚼),1,data
2894,⚽,Extended_Pictographic,soccer_ball_squared_key_0,5.2 [3] (⚽..⚿),1,data
2895,⚾,Extended_Pictographic,soccer_ball_squared_key_1,5.2 [3] (⚽..⚿),1,data
2896,⚿,Extended_Pictographic,soccer_ball_squared_key_2,5.2 [3] (⚽..⚿),1,data
2897,⛀,Extended_Pictographic,white_draughts_man_black_draughts_king_0,5.1 [4] (⛀..⛃),1,data
2898,⛁,Extended_Pictographic,white_draughts_man_black_draughts_king_1,5.1 [4] (⛀..⛃),1,data
2899,⛂,Extended_Pictographic,white_draughts_man_black_draughts_king_2,5.1 [4] (⛀..⛃),1,data
2900,⛃,Extended_Pictographic,white_draughts_man_black_draughts_king_3,5.1 [4] (⛀..⛃),1,data
2901,⛄,Extended_Pictographic,snowman_without_snow_disabled_car_0,5.2 [10] (⛄..⛍),1,data
2902,⛅,Extended_Pictographic,snowman_without_snow_disabled_car_1,5.2 [10] (⛄..⛍),1,data
2903,⛆,Extended_Pictographic,snowman_without_snow_disabled_car_2,5.2 [10] (⛄..⛍),1,data
2904,⛇,Extended_Pictographic,snowman_without_snow_disabled_car_3,5.2 [10] (⛄..⛍),1,data
2905,⛈,Extended_Pictographic,snowman_without_snow_disabled_car_4,5.2 [10] (⛄..⛍),1,data
2906,⛉,Extended_Pictographic,snowman_without_snow_disabled_car_5,5.2 [10] (⛄..⛍),1,data
2907,⛊,Extended_Pictographic,snowman_without_snow_disabled_car_6,5.2 [10] (⛄..⛍),1,data
2908,⛋,Extended_Pictographic,snowman_without_snow_disabled_car_7,5.2 [10] (⛄..⛍),1,data
2909,⛌,Extended_Pictographic,snowman_without_snow_disabled_car_8,5.2 [10] (⛄..⛍),1,data
2910,⛍,Extended_Pictographic,snowman_without_snow_disabled_car_9,5.2 [10] (⛄..⛍),1,data
2911,⛎,Extended_Pictographic,ophiuchus,6.0 [1] (⛎),1,data
2912,⛏,Extended_Pictographic,pick_restricted_left_entry_2_0,5.2 [19] (⛏️..⛡),1,data
2913,⛐,Extended_Pictographic,pick_restricted_left_entry_2_1,5.2 [19] (⛏️..⛡),1,data
2914,⛑,Extended_Pictographic,pick_restricted_left_entry_2_2,5.2 [19] (⛏️..⛡),1,data
2915,⛒,Extended_Pictographic,pick_restricted_left_entry_2_3,5.2 [19] (⛏️..⛡),1,data
2916,⛓,Extended_Pictographic,pick_restricted_left_entry_2_4,5.2 [19] (⛏️..⛡),1,data
2917,⛔,Extended_Pictographic,pick_restricted_left_entry_2_5,5.2 [19] (⛏️..⛡),1,data
2918,⛕,Extended_Pictographic,pick_restricted_left_entry_2_6,5.2 [19] (⛏️..⛡),1,data
2919,⛖,Extended_Pictographic,pick_restricted_left_entry_2_7,5.2 [19] (⛏️..⛡),1,data
2920,⛗,Extended_Pictographic,pick_restricted_left_entry_2_8,5.2 [19] (⛏️..⛡),1,data
2921,⛘,Extended_Pictographic,pick_restricted_left_entry_2_9,5.2 [19] (⛏️..⛡),1,data
2922,⛙,Extended_Pictographic,pick_restricted_left_entry_2_10,5.2 [19] (⛏️..⛡),1,data
2923,⛚,Extended_Pictographic,pick_restricted_left_entry_2_11,5.2 [19] (⛏️..⛡),1,data
2924,⛛,Extended_Pictographic,pick_restricted_left_entry_2_12,5.2 [19] (⛏️..⛡),1,data
2925,⛜,Extended_Pictographic,pick_restricted_left_entry_2_13,5.2 [19] (⛏️..⛡),1,data
2926,⛝,Extended_Pictographic,pick_restricted_left_entry_2_14,5.2 [19] (⛏️..⛡),1,data
2927,⛞,Extended_Pictographic,pick_restricted_left_entry_2_15,5.2 [19] (⛏️..⛡),1,data
2928,⛟,Extended_Pictographic,pick_restricted_left_entry_2_16,5.2 [19] (⛏️..⛡),1,data
2929,⛠,Extended_Pictographic,pick_restricted_left_entry_2_17,5.2 [19] (⛏️..⛡),1,data
2930,⛡,Extended_Pictographic,pick_restricted_left_entry_2_18,5.2 [19] (⛏️..⛡),1,data
2931,⛢,Extended_Pictographic,astronomical_symbol_for_uranus,6.0 [1] (⛢),1,data
2932,⛣,Extended_Pictographic,heavy_circle_with_stroke_and_two_dots_above,5.2 [1] (⛣),1,data
2933,⛤,Extended_Pictographic,pentagram_inverted_pentagram_0,6.0 [4] (⛤..⛧),1,data
2934,⛥,Extended_Pictographic,pentagram_inverted_pentagram_1,6.0 [4] (⛤..⛧),1,data
2935,⛦,Extended_Pictographic,pentagram_inverted_pentagram_2,6.0 [4] (⛤..⛧),1,data
2936,⛧,Extended_Pictographic,pentagram_inverted_pentagram_3,6.0 [4] (⛤..⛧),1,data
2937,⛨,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_0,5.2 [24] (⛨..⛿),1,data
2938,⛩,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_1,5.2 [24] (⛨..⛿),1,data
2939,⛪,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_2,5.2 [24] (⛨..⛿),1,data
2940,⛫,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_3,5.2 [24] (⛨..⛿),1,data
2941,⛬,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_4,5.2 [24] (⛨..⛿),1,data
2942,⛭,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_5,5.2 [24] (⛨..⛿),1,data
2943,⛮,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_6,5.2 [24] (⛨..⛿),1,data
2944,⛯,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_7,5.2 [24] (⛨..⛿),1,data
2945,⛰,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_8,5.2 [24] (⛨..⛿),1,data
2946,⛱,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_9,5.2 [24] (⛨..⛿),1,data
2947,⛲,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_10,5.2 [24] (⛨..⛿),1,data
2948,⛳,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_11,5.2 [24] (⛨..⛿),1,data
2949,⛴,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_12,5.2 [24] (⛨..⛿),1,data
2950,⛵,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_13,5.2 [24] (⛨..⛿),1,data
2951,⛶,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_14,5.2 [24] (⛨..⛿),1,data
2952,⛷,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_15,5.2 [24] (⛨..⛿),1,data
2953,⛸,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_16,5.2 [24] (⛨..⛿),1,data
2954,⛹,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_17,5.2 [24] (⛨..⛿),1,data
2955,⛺,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_18,5.2 [24] (⛨..⛿),1,data
2956,⛻,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_19,5.2 [24] (⛨..⛿),1,data
2957,⛼,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_20,5.2 [24] (⛨..⛿),1,data
2958,⛽,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_21,5.2 [24] (⛨..⛿),1,data
2959,⛾,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_22,5.2 [24] (⛨..⛿),1,data
2960,⛿,Extended_Pictographic,black_cross_on_shield_white_flag_with_horizontal_middle_black_stripe_23,5.2 [24] (⛨..⛿),1,data
2961,✀,Extended_Pictographic,black_safety_scissors,7.0 [1] (✀),1,data
2962,✁,Extended_Pictographic,upper_blade_scissors_white_scissors_0,1.1 [4] (✁..✄),1,data
2963,✂,Extended_Pictographic,upper_blade_scissors_white_scissors_1,1.1 [4] (✁..✄),1,data
2964,✃,Extended_Pictographic,upper_blade_scissors_white_scissors_2,1.1 [4] (✁..✄),1,data
2965,✄,Extended_Pictographic,upper_blade_scissors_white_scissors_3,1.1 [4] (✁..✄),1,data
2966,✅,Extended_Pictographic,check_mark_button,6.0 [1] (✅),1,data
2967,✈,Extended_Pictographic,airplane_envelope_0,1.1 [2] (✈️..✉️),1,data
2968,✉,Extended_Pictographic,airplane_envelope_1,1.1 [2] (✈️..✉️),1,data
2969,✊,Extended_Pictographic,raised_fist_raised_hand_0,6.0 [2] (✊..✋),1,data
2970,✋,Extended_Pictographic,raised_fist_raised_hand_1,6.0 [2] (✊..✋),1,data
2971,✌,Extended_Pictographic,victory_hand_black_nib_0,1.1 [7] (✌️..✒️),1,data
2972,✍,Extended_Pictographic,victory_hand_black_nib_1,1.1 [7] (✌️..✒️),1,data
2973,✎,Extended_Pictographic,victory_hand_black_nib_2,1.1 [7] (✌️..✒️),1,data
2974,✏,Extended_Pictographic,victory_hand_black_nib_3,1.1 [7] (✌️..✒️),1,data
2975,✐,Extended_Pictographic,victory_hand_black_nib_4,1.1 [7] (✌️..✒️),1,data
2976,✑,Extended_Pictographic,victory_hand_black_nib_5,1.1 [7] (✌️..✒️),1,data
2977,✒,Extended_Pictographic,victory_hand_black_nib_6,1.1 [7] (✌️..✒️),1,data
2978,✔,Extended_Pictographic,check_mark,1.1 [1] (✔️),1,data
2979,✖,Extended_Pictographic,multiplication_sign,1.1 [1] (✖️),1,data
2980,✝,Extended_Pictographic,latin_cross,1.1 [1] (✝️),1,data
2981,✡,Extended_Pictographic,star_of_david,1.1 [1] (✡️),1,data
2982,✨,Extended_Pictographic,sparkles,6.0 [1] (✨),1,data
2983,✳,Extended_Pictographic,eight_spoked_asterisk_eight_pointed_star_0,1.1 [2] (✳️..✴️),1,data
2984,✴,Extended_Pictographic,eight_spoked_asterisk_eight_pointed_star_1,1.1 [2] (✳️..✴️),1,data
2985,❄,Extended_Pictographic,snowflake,1.1 [1] (❄️),1,data
2986,❇,Extended_Pictographic,sparkle,1.1 [1] (❇️),1,data
2987,❌,Extended_Pictographic,cross_mark,6.0 [1] (❌),1,data
2988,❎,Extended_Pictographic,cross_mark_button,6.0 [1] (❎),1,data
2989,❓,Extended_Pictographic,question_mark_white_exclamation_mark_0,6.0 [3] (❓..❕),1,data
2990,❔,Extended_Pictographic,question_mark_white_exclamation_mark_1,6.0 [3] (❓..❕),1,data
2991,❕,Extended_Pictographic,question_mark_white_exclamation_mark_2,6.0 [3] (❓..❕),1,data
2992,❗,Extended_Pictographic,exclamation_mark,5.2 [1] (❗),1,data
2993,❣,Extended_Pictographic,heart_exclamation_rotated_floral_heart_bullet_0,1.1 [5] (❣️..❧),1,data
2994,❤,Extended_Pictographic,heart_exclamation_rotated_floral_heart_bullet_1,1.1 [5] (❣️..❧),1,data
2995,❥,Extended_Pictographic,heart_exclamation_rotated_floral_heart_bullet_2,1.1 [5] (❣️..❧),1,data
2996,❦,Extended_Pictographic,heart_exclamation_rotated_floral_heart_bullet_3,1.1 [5] (❣️..❧),1,data
2997,❧,Extended_Pictographic,heart_exclamation_rotated_floral_heart_bullet_4,1.1 [5] (❣️..❧),1,data
2998,➕,Extended_Pictographic,plus_sign_division_sign_0,6.0 [3] (➕..➗),1,data
2999,➖,Extended_Pictographic,plus_sign_division_sign_1,6.0 [3] (➕..➗),1,data
3000,➗,Extended_Pictographic,plus_sign_division_sign_2,6.0 [3] (➕..➗),1,data
3001,➡,Extended_Pictographic,right_arrow,1.1 [1] (➡️),1,data
3002,➰,Extended_Pictographic,curly_loop,6.0 [1] (➰),1,data
3003,➿,Extended_Pictographic,double_curly_loop,6.0 [1] (➿),1,data
3004,⤴,Extended_Pictographic,right_arrow_curving_up_right_arrow_curving_down_0,3.2 [2] (⤴️..⤵️),1,data
3005,⤵,Extended_Pictographic,right_arrow_curving_up_right_arrow_curving_down_1,3.2 [2] (⤴️..⤵️),1,data
3006,⬅,Extended_Pictographic,left_arrow_down_arrow_0,4.0 [3] (⬅️..⬇️),1,data
3007,⬆,Extended_Pictographic,left_arrow_down_arrow_1,4.0 [3] (⬅️..⬇️),1,data
3008,⬇,Extended_Pictographic,left_arrow_down_arrow_2,4.0 [3] (⬅️..⬇️),1,data
3009,⬛,Extended_Pictographic,black_large_square_white_large_square_0,5.1 [2] (⬛..⬜),1,data
3010,⬜,Extended_Pictographic,black_large_square_white_large_square_1,5.1 [2] (⬛..⬜),1,data
3011,⭐,Extended_Pictographic,star,5.1 [1] (⭐),1,data
